event_date,event_type,sub_event_type,actor1,actor2,interaction,admin1,fatalities
2022-07-04,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Mon,0
2022-07-04,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Bago-East,0
2022-07-04,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-04,Strategic developments,Other,Civilians (Myanmar),,70,Sagaing,0
2022-07-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-07-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-04,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-04,Strategic developments,Other,Civilians (Myanmar),,70,Bago-East,0
2022-07-03,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Sagaing,0
2022-07-03,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-03,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),CAF-SPUPDF: Central Armed Forces - SeikPhyu People's Defense Force,13,Magway,0
2022-07-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-07-03,Strategic developments,Change to group/activity,Police Forces of Myanmar (2021-),BPDF: Bawlakhe People's Defense Force,13,Kayah,0
2022-07-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-03,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-07-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-03,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-03,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-07-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-03,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-03,Strategic developments,Change to group/activity,Police Forces of Myanmar (2021-),KNU/KNLA: Karen National Union/Karen National Liberation Army,12,Kayin,0
2022-07-02,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2022-07-02,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Magway,0
2022-07-02,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-02,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-07-02,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-02,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-02,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-07-02,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-02,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-07-02,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-02,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-02,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-07-02,Strategic developments,Other,Civilians (Myanmar),,70,Sagaing,0
2022-07-01,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2022-07-01,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-07-01,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-01,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-07-01,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-07-01,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-06-30,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-06-30,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Chin,0
2022-06-30,Strategic developments,Other,Civilians (Myanmar),,70,Sagaing,0
2022-06-30,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kayin,0
2022-06-30,Strategic developments,Other,Civilians (Myanmar),,70,Kayin,0
2022-06-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-06-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2022-06-30,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-06-30,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),YDF Battalion - 15 SSN,13,Magway,0
2022-06-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mon,0
2022-06-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-06-29,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-06-29,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-06-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-06-29,Strategic developments,Other,Civilians (Myanmar),,70,Kachin,0
2022-06-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-06-29,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-06-29,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-29,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-29,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-29,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-29,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-06-29,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Shan-South,0
2022-06-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-06-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-06-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-06-29,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-28,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Nay Pyi Taw,0
2022-06-28,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-28,Strategic developments,Change to group/activity,Pyu Saw Htee,,30,Sagaing,0
2022-06-28,Strategic developments,Change to group/activity,Pyu Saw Htee,,30,Sagaing,0
2022-06-28,Strategic developments,Change to group/activity,Pyu Saw Htee,,30,Sagaing,0
2022-06-28,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-06-28,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-06-28,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2022-06-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-06-28,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Mandalay,0
2022-06-28,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-06-28,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-06-28,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-06-28,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Bago-West,0
2022-06-28,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-06-27,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2022-06-27,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-27,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-27,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-27,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-06-27,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-27,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-East,0
2022-06-27,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Chin,0
2022-06-27,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Sagaing,0
2022-06-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Dragon Warrior,13,Sagaing,0
2022-06-27,Strategic developments,Other,Military Forces of Myanmar (2021-),,10,Tanintharyi,0
2022-06-26,Strategic developments,Disrupted weapons use,Unidentified Anti-Coup Armed Group,,30,Yangon,1
2022-06-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Unidentified Armed Group (Myanmar),13,Yangon,0
2022-06-26,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-06-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-06-26,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-06-26,Strategic developments,Disrupted weapons use,Military Forces of Myanmar (2021-),Unidentified Armed Group (Myanmar),13,Yangon,0
2022-06-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-26,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-06-26,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-26,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-26,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-06-26,Strategic developments,Change to group/activity,Police Forces of Myanmar (2021-),,10,Ayeyarwady,0
2022-06-26,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-06-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2022-06-25,Strategic developments,Other,Civilians (Myanmar),,70,Bago-East,0
2022-06-25,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mon,0
2022-06-25,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-06-25,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-06-25,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-06-25,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-25,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-25,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-25,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2022-06-25,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-06-25,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-25,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-06-25,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-25,Strategic developments,Other,Civilians (Myanmar),,70,Bago-East,0
2022-06-25,Strategic developments,Other,Civilians (Myanmar),,70,Bago-East,0
2022-06-24,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-06-24,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-24,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-06-24,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-24,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-24,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-24,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-06-24,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-06-24,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-06-24,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-06-24,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-06-24,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-06-24,Strategic developments,Looting/property destruction,People's Defense Force - Tamu,Military Forces of Myanmar (2021-),13,Sagaing,0
2022-06-24,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-06-24,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-06-24,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-06-24,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-06-24,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-06-24,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-06-23,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-06-23,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-06-23,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-06-23,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-06-23,Strategic developments,Disrupted weapons use,Brave Eagles YGN (UG),Civilians (Myanmar),37,Yangon,0
